round	file_changed	defect_id	severity	dimension_scored	old_score	new_score	status	description
74	research-synthesis-matching.md	D453	critical	双靶向CAR-T自身免疫病评估	1172	1178	keep	Dual-Targeting CAR-T for Autoimmune Disease Assessment Protocol added [Nature Med 2025 CD19+BCMA + DT-1→5 maturity framework]
74	research-synthesis-matching.md	D454	critical	AI科学家自主科学发现评估	1178	1184	keep	AI Scientist Autonomous Scientific Discovery Assessment Protocol added [Nature 2026 Sakana AI v2 + ASD-1→5 maturity framework]
74	research-synthesis-matching.md	D455	critical	体内CRISPR心血管代谢疾病基因编辑评估	1184	1190	keep	In Vivo CRISPR Gene Editing for Cardiovascular-Metabolic Disease Assessment Protocol added [NEJM 2025 CTX310 ANGPTL3 + CVM-1→5 readiness framework]
74	research-synthesis-matching.md	D456	critical	石墨烯介导脑类器官成熟加速评估	1190	1196	keep	Graphene-Mediated Brain Organoid Maturation Acceleration Assessment Protocol added [Nature Comms 2025 GraMOS + GMA-1→5 readiness framework]
75	research-synthesis-matching.md	D457	critical	开源LLM临床决策支持机构部署评估	1196	1202	keep	Open-Source LLM Clinical Decision Support Institutional Deployment Assessment Protocol added [Nature Med 2025 DeepSeek + OSLLM-1→5 readiness framework]
75	research-synthesis-matching.md	D458	critical	个性化mRNA癌症疫苗免疫逃逸机制评估	1202	1208	keep	Personalized mRNA Cancer Vaccine Immune Escape Mechanism Assessment Protocol added [Nature 2025 BioNTech TNBC-MERIT + EE-1→5 escape classification]
75	research-synthesis-matching.md	D459	critical	AI乳腺X线筛查检出增加vs过度诊断评估	1208	1214	keep	AI Mammography Screening Detection Increase vs Overdiagnosis Assessment Protocol added [MASAI trial + SCR-1→5 screening classification]
75	research-synthesis-matching.md	D460	critical	空间组学基础模型临床转化评估	1214	1220	keep	Spatial Omics Foundation Model Clinical Translation Assessment Protocol added [SOFM-1→5 readiness framework]
75	research-synthesis-matching.md	D461	critical	mRNA癌症疫苗检查点抑制剂联合协同评估	1220	1226	keep	mRNA Cancer Vaccine Checkpoint Inhibitor Combination Synergy Assessment Protocol added [KEYNOTE-942 5yr + MVC-1→5 maturity framework]
75	research-synthesis-matching.md	D462	critical	LLM医学幻觉临床安全底线评估	1226	1232	keep	LLM Medical Hallucination Clinical Safety Floor Assessment Protocol added [HALL-S1→5 safety classification]
76	research-synthesis-matching.md	D463	critical	AI辅助多基因风险评分临床部署评估	1232	1238	keep	AI-Assisted Polygenic Risk Score Clinical Deployment Assessment Protocol added [PRS-1→5 readiness framework]
76	research-synthesis-matching.md	D464	critical	体内CAR-T细胞治疗长期安全性随访评估	1238	1244	keep	In Vivo CAR-T Cell Therapy Long-Term Safety Follow-Up Assessment Protocol added [CARLT-1→5 safety classification]
76	research-synthesis-matching.md	D465	critical	AI病理全切片图像计算效率与临床部署可行性评估	1244	1250	keep	AI Pathology Whole-Slide Image Computational Efficiency and Clinical Deployment Feasibility Assessment Protocol added [PATHCOMP-1→5 readiness framework]
76	research-synthesis-matching.md	D466	critical	CRISPR先导编辑体内递送效率与脱靶整合评估	1250	1256	keep	CRISPR Prime Editing In Vivo Delivery Efficiency and Off-Target Integration Assessment Protocol added [PEIV-1→5 maturity framework]
76	research-synthesis-matching.md	D467	critical	多模态医学AI融合架构可靠性评估	1256	1262	keep	Multimodal Medical AI Fusion Architecture Reliability Assessment Protocol added [MMAI-1→5 reliability classification]
76	research-synthesis-matching.md	D468	critical	AI驱动抗生素发现与耐药性预测临床转化评估	1262	1268	keep	AI-Driven Antibiotic Discovery and Resistance Prediction Clinical Translation Assessment Protocol added [AID-1→5 maturity framework]
77	research-synthesis-matching.md	D469	critical	AI辅助手术机器人自主决策安全评估	1268	1274	keep	AI-Assisted Surgical Robot Autonomous Decision Safety Assessment Protocol added [SRA-1→5 autonomy classification]
77	research-synthesis-matching.md	D470	critical	表观遗传时钟临床决策支持可靠性评估	1274	1280	keep	Epigenetic Clock Clinical Decision Support Reliability Assessment Protocol added [EPC-1→5 reliability framework]
77	research-synthesis-matching.md	D471	critical	AI药物重定位真实世界验证与监管路径评估	1280	1286	keep	AI Drug Repurposing Real-World Validation and Regulatory Pathway Assessment Protocol added [AIDR-1→5 maturity framework]
77	research-synthesis-matching.md	D472	critical	脑机接口长期植入物生物相容性与信号衰减评估	1286	1292	keep	BCI Long-Term Implant Biocompatibility and Signal Degradation Assessment Protocol added [BCI-ST1→5 stability classification]
77	research-synthesis-matching.md	D473	critical	AI辅助放射治疗计划自动化安全评估	1292	1298	keep	AI-Assisted Radiation Therapy Planning Automation Safety Assessment Protocol added [RTP-1→5 automation framework]
77	research-synthesis-matching.md	D474	critical	合成生物学基因线路体内稳定性与进化逃逸评估	1298	1304	keep	Synthetic Biology Gene Circuit In Vivo Stability and Evolutionary Escape Assessment Protocol added [SYNBIO-1→5 stability classification]
78	research-synthesis-matching.md	D475	critical	AI辅助心理健康数字表型隐私与临床效用平衡评估	1304	1310	keep	AI-Assisted Mental Health Digital Phenotyping Privacy and Clinical Utility Balance Assessment Protocol added [DP-1→5 balance framework]
78	research-synthesis-matching.md	D476	critical	单细胞多组学AI整合分析批次效应与生物学信号区分评估	1310	1316	keep	Single-Cell Multi-Omics AI Integration Batch Effect and Biological Signal Discrimination Assessment Protocol added [SCMO-1→5 reliability framework]
78	research-synthesis-matching.md	D477	critical	AI驱动临床试验适应性设计统计有效性与操作可行性评估	1316	1322	keep	AI-Driven Clinical Trial Adaptive Design Statistical Validity and Operational Feasibility Assessment Protocol added [ACT-1→5 validity framework]
78	research-synthesis-matching.md	D478	critical	基因治疗AAV载体免疫原性与再给药可行性评估	1322	1328	keep	Gene Therapy AAV Vector Immunogenicity and Re-Dosing Feasibility Assessment Protocol added [AAV-IRD-1→5 feasibility framework]
78	research-synthesis-matching.md	D479	critical	AI医学影像基础模型跨机构泛化与域适应评估	1328	1334	keep	AI Medical Imaging Foundation Model Cross-Institutional Generalization and Domain Adaptation Assessment Protocol added [CIG-1→5 generalization framework]
78	research-synthesis-matching.md	D480	critical	类器官药物筛选与动物模型预测一致性评估	1334	1340	keep	Organoid Drug Screening and Animal Model Predictive Concordance Assessment Protocol added [ORG-1→5 concordance framework]
79	research-synthesis-matching.md	D481	critical	AI辅助病理全切片图像多癌症泛化诊断评估	1340	1346	keep	AI-Assisted Pathology Whole-Slide Image Multi-Cancer Pan-Cancer Generalization Assessment Protocol added [PANC-1→5 generalization framework]
79	research-synthesis-matching.md	D482	critical	CRISPR体内基因编辑生殖细胞系脱靶风险评估	1346	1352	keep	CRISPR In Vivo Gene Editing Germline Off-Target Risk Assessment Protocol added [GL-1→5 risk classification]
79	research-synthesis-matching.md	D483	critical	AI驱动临床试验合成对照组外部有效性评估	1352	1358	keep	AI-Driven Clinical Trial Synthetic Control Arm External Validity Assessment Protocol added [SCA-1→5 validity framework]
79	research-synthesis-matching.md	D484	critical	多模态生物医学AI跨模态对齐可靠性评估	1358	1364	keep	Multimodal Biomedical AI Cross-Modal Alignment Reliability Assessment Protocol added [CMA-1→5 reliability framework]
79	research-synthesis-matching.md	D485	critical	AI辅助药物发现先导化合物优化可合成性评估	1364	1370	keep	AI-Assisted Drug Discovery Lead Compound Optimization Synthesizability Assessment Protocol added [SYN-1→5 synthesizability framework]
79	research-synthesis-matching.md	D486	critical	脑机接口神经解码稳定性与长期可塑性冲突评估	1370	1376	keep	BCI Neural Decoding Stability and Long-Term Neural Plasticity Conflict Assessment Protocol added [BCI-SP1→5 stability framework]
80	research-synthesis-matching.md	D487	critical	AI辅助内窥镜实时病变检测延迟与临床决策时间窗冲突评估	1376	1382	keep	AI-Assisted Endoscopy Real-Time Lesion Detection Latency and Clinical Decision Time Window Conflict Assessment Protocol added [ENDO-1→5 latency framework]
80	research-synthesis-matching.md	D488	critical	细胞治疗AI制造过程质量控制与放行标准评估	1382	1388	keep	Cell Therapy AI Manufacturing Process Quality Control and Release Criteria Assessment Protocol added [CTM-1→5 QC framework]
80	research-synthesis-matching.md	D489	critical	AI辅助基因组变异解读临床一致性评估	1388	1394	keep	AI-Assisted Genomic Variant Interpretation Clinical Concordance Assessment Protocol added [VIC-1→5 concordance framework]
80	research-synthesis-matching.md	D490	critical	可穿戴AI连续监测假阳性级联与医疗资源浪费评估	1394	1400	keep	Wearable AI Continuous Monitoring False Positive Cascade and Healthcare Resource Waste Assessment Protocol added [WFP-1→5 cascade framework]
80	research-synthesis-matching.md	D491	critical	AI辅助手术术中边缘检测与肿瘤残留评估	1400	1406	keep	AI-Assisted Surgery Intraoperative Margin Detection and Tumor Residual Assessment Protocol added [MARG-1→5 detection framework]
80	research-synthesis-matching.md	D492	critical	大语言模型医学知识更新滞后与临床指南同步评估	1406	1412	keep	LLM Medical Knowledge Update Lag and Clinical Guideline Synchronization Assessment Protocol added [CUR-1→5 currency framework]
81	research-synthesis-matching.md	D493	critical	AI辅助床旁超声操作者依赖性与诊断可靠性评估	1412	1418	keep	AI-Assisted Point-of-Care Ultrasound Operator Dependency and Diagnostic Reliability Assessment Protocol added [POC-1→5 maturity framework]
81	research-synthesis-matching.md	D494	critical	AI驱动空间转录组细胞类型解卷积与临床生物标志物发现评估	1418	1424	keep	AI-Driven Spatial Transcriptomics Cell Type Deconvolution and Clinical Biomarker Discovery Assessment Protocol added [SDC-1→5 readiness framework]
81	research-synthesis-matching.md	D495	critical	AI辅助连续血糖监测胰岛素给药闭环安全评估	1424	1430	keep	AI-Assisted Continuous Glucose Monitoring Insulin Dosing Closed-Loop Safety Assessment Protocol added [CLP-1→5 maturity framework]
81	research-synthesis-matching.md	D496	critical	AI驱动多组学数据整合罕见病诊断评估	1430	1436	keep	AI-Driven Multi-Omics Data Integration Rare Disease Diagnosis Assessment Protocol added [MOD-1→5 maturity framework]
81	research-synthesis-matching.md	D497	critical	AI辅助视网膜影像心血管疾病风险预测跨域评估	1436	1442	keep	AI-Assisted Retinal Imaging Cardiovascular Disease Risk Prediction Cross-Domain Assessment Protocol added [RCV-1→5 readiness framework]
81	research-synthesis-matching.md	D498	critical	AI驱动电子健康记录表型定义与队列选择偏倚评估	1442	1448	keep	AI-Driven Electronic Health Record Phenotype Definition and Cohort Selection Bias Assessment Protocol added [PHB-1→5 bias framework]
81	research-synthesis-matching.md	D499	critical	BME对齐：空间转录组协议添加仪器SNR和计算管线维度	1448	1450	keep	Spatial Transcriptomics Protocol: added Instrumentation SNR and Computational Pipeline BME engineering dimensions
81	research-synthesis-matching.md	D500	critical	BME对齐：多组学罕见病协议添加传感器集成和管线自动化维度	1450	1452	keep	Multi-Omics Rare Disease Protocol: added Sensor Integration and Pipeline Automation BME engineering dimensions
81	research-synthesis-matching.md	D501	critical	BME对齐：EHR表型协议添加数据管线工程和CDSS公平性维度	1452	1454	keep	EHR Phenotyping Protocol: added Clinical Data Pipeline Engineering and CDSS Fairness BME engineering dimensions
81	research-synthesis-matching.md	D502	critical	AI辅助神经接口与脑机接口安全长期可靠性评估	1454	1460	keep	AI-Assisted Neural Interface and BCI Safety and Long-Term Reliability Assessment Protocol added [BCI-1→5 maturity framework]
81	research-synthesis-matching.md	D503	critical	AI驱动可穿戴生物传感器信号质量与临床决策可靠性评估	1460	1466	keep	AI-Driven Wearable Biosensor Signal Quality and Clinical Decision Reliability Assessment Protocol added [WBS-1→5 maturity framework]
81	research-synthesis-matching.md	D504	critical	AI辅助医疗器械软件安全与预定变更控制评估	1466	1472	keep	AI-Assisted Medical Device Software Safety and PCCP Assessment Protocol added [MDS-1→5 maturity framework]
81	SKILL.md	D505	critical	论文全文深度学习协议添加（Step 0）	-	-	keep	Added Step 0: Full-Text Paper Acquisition and Deep Learning Protocol with 10-dimension extraction template and multi-source acquisition strategy
81	SKILL.md	D506	critical	Hallucination Guard更新：全文优先规则	-	-	keep	Updated Hallucination Guard: added full-text priority rule and updated abstract-only warning
81	README.md	D507	critical	局限性第1条更新：全文深度学习机制替代无法访问全文	-	-	keep	Replaced limitation "无法访问全文" with full-text deep learning mechanism description
81	README.md	D508	critical	最佳实践更新：DOI/URL触发全文学习	-	-	keep	Updated best practices: DOI/URL triggers full-text learning, added 撞库学习 trigger
81	research-synthesis-matching.md	D509	critical	BME对齐：AI-POCUS协议添加超声换能器工程和边缘计算维度	-	-	keep	AI-POCUS Protocol: added Ultrasound Transducer Array Engineering and Edge Computing Real-Time Inference BME dimensions + IEEE T-BME/Annals of BME references
81	research-synthesis-matching.md	D510	critical	BME对齐：闭环胰岛素协议添加CGM传感器电化学、胰岛素泵微流控、传感器-执行器集成维度	-	-	keep	Closed-Loop Insulin Protocol: added CGM Sensor Electrochemical Stability, Insulin Pump Microfluidic Delivery, and Sensor-Actuator Integration BME dimensions + IEEE T-BME/Annals of BME references
81	research-synthesis-matching.md	D511	critical	BME对齐：视网膜CVD协议添加眼底相机光学、图像采集管线、跨域传感器集成维度	-	-	keep	Retinal CVD Protocol: added Fundus Camera Optics Engineering, Retinal Image Acquisition Pipeline, and Cross-Domain Sensor Integration BME dimensions + IEEE T-BME/Annals of BME references
81	README.md	D512	critical	局限性第1条修正：全文深度学习机制从局限性移至能力，局限性改为付费墙限制	-	-	keep	Fixed L508: moved full-text learning from limitation to capability; limitation now correctly states paywall constraint
81	README.md	D513	critical	局限性新增第6条：撞库学习依赖全文获取	-	-	keep	Added limitation #6: database learning effectiveness depends on full-text acquisition success
81	README.md	D514	critical	最佳实践第1条加强：撞库学习时DOI/URL必须提供	-	-	keep	Strengthened best practice #1: DOI/URL mandatory for database learning
81	SKILL.md	D515	critical	撞库学习规则6加强：MANDATORY INTEGRATION强制写入参考文件	-	-	keep	Strengthened Rule 6: database learning requires MANDATORY file integration (specify+provide+execute edits)
81	SKILL.md	D516	critical	全文学习规则8新增：Full-Text Completeness Gate确保1-6节提取完整	-	-	keep	Added Rule 8: Full-Text Completeness Gate verifies sections 1-6 extracted before Step 1
81	SKILL.md	D517	critical	路由逻辑新增4条BME工程路由：传感器/生物材料/生物力学/医疗器械	-	-	keep	Added 4 BME engineering routes: sensor/wearable, biomaterial/tissue engineering, biomechanics/rehab, medical device/regulatory
81	SKILL.md	D518	critical	Step 2.5论文类型分类新增3种BME类型：仪器/传感器、临床设备/系统、植入/侵入	-	-	keep	Added 3 BME paper types: BME Instrument/Sensor, BME Clinical Device/System, BME Implantable/Invasive
81	SKILL.md	D519	critical	创新评估新增BME Engineering Depth维度	-	-	keep	Added BME Engineering Depth dimension to Innovation Assessment table
81	SKILL.md	D520	critical	Darwin协议补充：Phase 2.5探索性重写+优化策略库P0-P3+异常边界条件+eval_mode+BME对齐约束	-	-	keep	Added Phase 2.5 exploratory rewrite, optimization strategy library P0-P3, exception handling table, eval_mode, BME alignment constraint #7
81	README.md	D521	critical	核心能力新增第7条全文深度学习与撞库整合+第8条BME工程视角评估	-	-	keep	Added core capabilities #7 (full-text learning + database integration) and #8 (BME engineering perspective assessment)
81	README.md	D522	critical	路由逻辑新增4条BME路由+撞库学习路由	-	-	keep	Added 4 BME routes + database learning route to README routing table
81	README.md	D523	critical	防幻觉规则新增第9条全文优先规则	-	-	keep	Added hallucination guard rule #9: full-text priority (FACT from full text not downgraded)
81	SKILL.md	D524	critical	计算生物力学仿真验证协议添加（网格收敛/时间步收敛/求解器收敛/质量能量守恒/代码验证MMS）	-	-	keep	Added Computational Biomechanics & Simulation Verification protocol (adapted from OpenClaw convergence-study/mesh-generation/linear-solvers/nonlinear-solvers/time-stepping/post-processing)
81	SKILL.md	D525	critical	临床报告写作协议添加（CARE/ICH-E3/STARD/FDA 510k/PMA/MedWatch模板）	-	-	keep	Added Clinical Report Writing protocol (adapted from OpenClaw clinical-reports)
81	SKILL.md	D526	critical	FDA医疗器械监管数据访问协议添加（510k/PMA/UDI/不良事件/召回/SaMD/PCCP/EU MDR）	-	-	keep	Added FDA Medical Device Regulatory Data Access protocol (adapted from OpenClaw fda-database)
81	SKILL.md	D527	critical	生物信号处理管线添加（ECG/PPG/EEG/EDA/EMG/RSP标准化处理+HRV+运动伪影+跨信号延迟）	-	-	keep	Added Biosignal Processing Pipeline (adapted from OpenClaw neurokit2)
81	SKILL.md	D528	critical	数字病理与全切片成像管线添加（WSI处理/染色标准化/核分割/空间图/病理AI验证）	-	-	keep	Added Digital Pathology & Whole-Slide Imaging pipeline (adapted from OpenClaw pathml/histolab)
81	SKILL.md	D529	critical	实验室自动化集成添加（液体处理/板读/环境控制/离心/显微镜数据管理）	-	-	keep	Added Laboratory Automation Integration (adapted from OpenClaw pylabrobot/omero-integration)
81	SKILL.md	D530	critical	路由逻辑新增5条BME工程路由：FEA/CFD仿真、生物信号、数字病理、实验室自动化、临床报告	-	-	keep	Added 5 BME engineering routes: FEA/CFD/simulation, biosignal, digital pathology, lab automation, clinical report
81	README.md	D531	critical	路由逻辑新增5条BME路由：FEA/CFD仿真、生物信号、数字病理、实验室自动化、临床报告	-	-	keep	Added 5 BME routes to README routing table
81	README.md	D532	critical	核心能力新增第9-12条：计算生物力学仿真验证/生物信号处理管线/数字病理/FDA医疗器械监管数据	-	-	keep	Added core capabilities #9-12: computational biomechanics, biosignal processing, digital pathology, FDA regulatory data
81	SKILL.md	D533	critical	Peer Review Stage 5增强：添加BME特有图像完整性检查（DICOM/信号/仿真/设备/病理/传感器）	-	-	keep	Enhanced Peer Review Stage 5 with BME-specific figure checks (medical images, signal plots, simulation, device, pathology, sensor)
81	SKILL.md	D534	critical	Deep Research添加BME Research Guidelines（证据层级/工程就绪度/安全信息/监管状态/数据库）	-	-	keep	Added BME Research Guidelines to Deep Research Protocol (evidence hierarchy, engineering readiness, safety, regulatory status, BME databases)
81	SKILL.md	D535	critical	Dataset Diversity Assessment添加（HEIM框架：代表性指数/杂合度/地理/设备/临床站点）	-	-	keep	Added Dataset Diversity Assessment (adapted from OpenClaw equity-scorer HEIM framework) with 5 metrics and composite score
81	SKILL.md	D536	critical	BME特有Fatal Blocker Checks添加（仿真无验证/传感器无校准/设备无监管/生物相容性缺失/体外→临床声明/信号质量未报告）	-	-	keep	Added BME-Specific Fatal Blocker Checks: simulation without verification, sensor without calibration, device without regulatory, biocompatibility missing, in vitro→clinical claim, signal quality not reported
81	database-api-guide.md	D537	critical	TIER 19专利数据库添加（USPTO/Google Patents/EPO Espacenet）+BME医疗器械IP工作流	-	-	keep	Added TIER 19 Patent & IP Databases (USPTO, Google Patents, EPO Espacenet) + BME Medical Device IP & Regulatory Workflow
81	SKILL.md	D538	critical	路由逻辑新增2条：专利/USPTO/IP/先验技术、生物相容性/ISO 10993/植入安全	-	-	keep	Added 2 routing entries: patent/USPTO/IP and biocompatibility/ISO 10993
81	README.md	D539	critical	路由逻辑新增2条：专利/USPTO/IP、生物相容性/ISO 10993	-	-	keep	Added 2 BME routes to README routing table: patent/USPTO/IP, biocompatibility/ISO 10993
81	SKILL.md	D540	critical	Darwin约束规则#7添加BME领域对齐约束（修复重复行）	-	-	keep	Added Darwin constraint rule #7: BME domain alignment (fixed duplicate line)
81	SKILL.md	D541	critical	Hallucination Guard规则#10添加BME特有防幻觉（仿真/传感器/生物相容性/监管/设备性能/生物信号）	-	-	keep	Added Hallucination Guard rule #10: BME-specific hallucination guards (simulation, sensor, biocompatibility, regulatory, device, biosignal)
81	README.md	D542	critical	防幻觉规则新增第10条BME特有防幻觉	-	-	keep	Added hallucination guard rule #10: BME-specific hallucination guards to README
81	README.md	D543	moderate	局限性#4更新：明确BME核心领域覆盖较深+交叉领域覆盖有限	-	-	keep	Updated limitation #4: clarified BME core domains well-covered, cross-domains limited
81	SKILL.md	D544	critical	Darwin协议完整整合darwin-skill-temp：设计哲学+Git版本控制+子agent独立评分+人在回路+基线评分卡+结果卡+使用模式+Phase 2.5探索性重写+优化策略库+异常处理+BME对齐约束	-	-	keep	Integrated darwin-skill-temp into Darwin protocol: design philosophy, git version control, sub-agent scoring, human-in-the-loop, baseline scorecard, result card, usage modes, Phase 2.5, strategy library, exception handling, BME alignment
81	SKILL.md	D545	critical	17项BME核心实验方法协议从OpenClaw整合：多目标优化/贝叶斯建模/临床AI可解释性/生存分析/临床试验匹配/蛋白质结构/代谢建模/癌症依赖性/离散事件仿真/药物基因组学/空间转录组/质谱/糖工程/基金申请/假设生成	-	-	keep	Integrated 17 BME experimental method protocols from OpenClaw: multi-objective optimization, Bayesian modeling, clinical AI explainability, survival analysis, clinical trial matching, protein structure, metabolic modeling, cancer dependency, DES, pharmacogenomics, spatial transcriptomics, mass spec, glycoengineering, grant writing, hypothesis generation
81	SKILL.md	D546	critical	路由逻辑新增15条BME路由：多目标优化/贝叶斯/SHAP/生存分析/临床试验匹配/蛋白质结构/代谢建模/DepMap/SimPy/PGx/空间转录组/质谱/糖工程/基金/假设生成	-	-	keep	Added 15 BME routing entries for new protocols
81	SKILL.md	D547	critical	Frontmatter更新：description扩展覆盖27项核心能力+中英文触发词	-	-	keep	Updated frontmatter: description expanded to cover 27 core capabilities + Chinese/English triggers
81	SKILL.md	D548	critical	Hallucination Guard规则#10扩展：新增蛋白质结构/代谢建模/癌症依赖/临床试验匹配/药物基因组学/质谱防幻觉子规则	-	-	keep	Extended Hallucination Guard rule #10: added protein structure, metabolic modeling, cancer dependency, clinical trial matching, pharmacogenomics, mass spectrometry sub-rules
81	README.md	D549	critical	核心能力一览扩展至27条：新增#13-27覆盖多目标优化到假设生成	-	-	keep	Expanded core capabilities list to 27 items: added #13-27 covering multi-objective optimization through hypothesis generation
81	README.md	D550	critical	Darwin协议完整同步：设计哲学+10维评估体系更新+优化循环更新+棘轮机制增强+优化策略库+使用模式4种	-	-	keep	Fully synchronized Darwin protocol: design philosophy, updated 10-dimension assessment, enhanced optimization loop, ratchet mechanism, strategy library, 4 usage modes
81	README.md	D551	critical	路由逻辑新增15条BME路由（与SKILL.md同步）	-	-	keep	Added 15 BME routing entries to README (synchronized with SKILL.md)
81	README.md	D552	critical	防幻觉规则#10扩展：新增7项BME特有防幻觉子规则	-	-	keep	Extended hallucination guard rule #10: added 7 BME-specific sub-rules
81	README.md	D553	moderate	文件清单更新：移除darwin-skill-temp目录引用	-	-	keep	Updated file listing: removed darwin-skill-temp directory reference
